4000082,Aceh Barat Daya Kab.,3.73958,96.85232
4000081,Aceh Barat Kab.,4.15064,96.13242
4000083,Aceh Besar Kab.,5.17041,95.69556
4000084,Aceh Jaya Kab.,5.04561,95.35703
4000085,Aceh Selatan Kab.,3.31803,97.2056
4000086,Aceh Singkil Kab.,2.28368,97.79916
4000087,Aceh Tamiang Kab.,4.2874,98.05862
4000088,Aceh Tengah Kab.,4.58882,96.81311
4000089,Aceh Tenggara Kab.,3.50826,97.80853
4000090,Aceh Timur Kab.,4.94757,97.77356
4000091,Aceh Utara Kab.,4.97863,97.22214
4000099,Banda Aceh Kota,5.54846,95.32441
4000092,Bener Meriah Kab.,4.70586,96.86101
4000093,Bireuen Kab.,5.22232,96.71727
4000094,Gayo Lues Kab.,4.00089,97.32335
4000100,Langsa Kota,4.4753,97.96348
4000101,Lhokseumawe Kota,5.18146,97.13304
4000095,Nagan Raya Kab.,4.17205,96.3233
4000097,Pidie Jaya Kab.,5.22618,96.24439
4000096,Pidie Kab.,5.37806,95.94203
4000102,Sabang Kota,5.88038,95.33688
4000098,Simeulue Kab.,2.46558,96.37679
4000103,Subulussalam Kota,2.71212,97.91571
4000219,Buleleng Kab.,-8.11958,115.09234
4000225,Denpasar Kota,-8.66046,115.21363
4000220,Gianyar Kab.,-8.53897,115.3223
4000221,Jembrana Kab.,-8.36117,114.62927
4000217,Kab. Badung,-8.61561,115.12964
4000218,Kab. Bangli,-8.48654,115.34841
4000222,Karangasem Kab.,-8.44708,115.60887
4000223,Klungkung Kab.,-8.5298,115.40498
4000224,Tabanan Kab.,-8.53948,115.13354
4000395,Bangka Barat Kab.,-2.05488,105.20359
4000396,Bangka Selatan Kab.,-3.01,106.47699
4000397,Bangka Tengah Kab.,-2.51835,106.41755
4000398,Belitung Kab.,-2.73844,107.63004
4000399,Belitung Timur Kab.,-2.88493,108.24123
4000394,Kab. Bangka,-1.88176,106.10408
4000400,Pangkal Pinang Kota,-2.13126,106.11641
4000077,Cilegon Kota,-6.00316,106.01069
4000073,Lebak Kab.,-6.6325,106.21103
4000498,Pandeglang Kab.,-6.32664,106.11657
4000075,Serang Kab.,-6.0831,106.12578
4000078,Serang Kota,-6.11048,106.16245
4000076,Tangerang Kab.,-6.25096,106.48475
4000079,Tangerang Kota,-6.20365,106.65827
4000080,Tangerang Selatan Kota,-6.28731,106.71346
4000393,Bengkulu Kota,-3.79314,102.26063
4000384,Bengkulu Selatan Kab.,-4.46158,102.91049
4000385,Bengkulu Tengah Kab.,-3.70071,102.40783
4000386,Bengkulu Utara Kab.,-3.44041,102.18324
4000387,Kaur Kab.,-4.51943,103.26978
4000388,Kepahiang Kab.,-3.6207,102.56306
4000389,Lebong Kab.,-3.11973,102.1978
4000390,Mukomuko Kab.,-2.54524,101.13292
4000391,Rejang Lebong Kab.,-3.46622,102.51656
4000392,Seluma Kab.,-4.0621,102.56379
4000349,Boalemo Kab.,0.5203,122.34452
4000350,Bone Bolango Kab.,0.55059,123.13981
4000351,Gorontalo Kab.,0.57121,122.80822
4000354,Gorontalo Kota,0.54446,123.0565
4000352,Gorontalo Utara Kab.,0.79654,122.87527
4000353,Pohuwato Kab.,0.46034,121.94776
4000028,Jakarta Barat,-6.16836,106.75211
4000029,Jakarta Pusat,-6.18641,106.83475
4000030,Jakarta Selatan,-6.2609,106.80105
4000031,Jakarta Timur,-6.22427,106.89608
4000032,Jakarta Utara,-6.13588,106.86559
4000027,Kepulauan Seribu,-5.80299,106.52328
4000168,Batang Hari Kab.,-1.62792,103.07331
4000169,Bungo Kab.,-1.63654,101.8849
4000177,Jambi Kota,-1.60117,103.61365
4000170,Kerinci Kab.,-1.83337,101.43209
4000171,Merangin Kab.,-2.17128,101.98708
4000172,Muaro Jambi Kab.,-1.46325,103.80161
4000173,Sarolangun Kab.,-2.26474,102.69068
4000178,Sungai Penuh Kota,-2.06362,101.41775
4000174,Tanjung Jabung Barat Kab.,-1.10081,103.07987
4000176,Tebo Kab.,-1.26337,102.34771
4000002,Bandung Barat Kab.,-6.90035,107.45291
4000001,Bandung Kab.,-6.99934,107.5569
4000018,Bandung Kota,-6.91776,107.62118
4000019,Banjar Kota,-7.3701,108.53466
4000003,Bekasi Kab.,-6.2194,107.13955
4000020,Bekasi Kota,-6.23947,106.97268
4000004,Bogor Kab.,-6.52253,107.02443
4000021,Bogor Kota,-6.59826,106.8015
4000005,Ciamis Kab.,-7.43022,108.51955
4000006,Cianjur Kab.,-7.07508,107.13068
4000022,Cimahi Kota,-6.8843,107.54147
4000007,Cirebon Kab.,-6.75315,108.5804
4000023,Cirebon Kota,-6.73179,108.55112
4000024,Depok Kota,-6.40183,106.79994
4000008,Garut Kab.,-7.38096,107.78136
4000009,Indramayu Kab.,-6.37552,108.32225
4000506,Kab. Pangandaran,-7.61506,108.49883
4000499,Karawang Kab.,-6.30496,107.31944
4000011,Kuningan Kab.,-6.98833,108.58938
4000012,Majalengka Kab.,-6.81339,108.21847
4000013,Purwakarta Kab.,-6.6444,107.42334
4000014,Subang Kab.,-6.48729,107.73396
4000015,Sukabumi Kab.,-6.92798,106.9283
4000025,Sukabumi Kota,-6.92764,106.92692
4000016,Sumedang Kab.,-6.77865,107.95617
4000017,Tasikmalaya Kab.,-7.41404,108.16959
4000026,Tasikmalaya Kota,-7.34976,108.22554
4000033,Banjarnegara Kab.,-7.35027,109.63115
4000034,Banyumas Kab.,-7.45857,109.16713
4000035,Batang Kab.,-7.03835,109.85745
4000036,Blora Kab.,-7.13764,111.3564
4000037,Boyolali Kab.,-7.52018,110.59421
4000038,Brebes Kab.,-7.05055,108.91461
4000039,Cilacap Kab.,-7.46182,108.80165
4000040,Demak Kab.,-6.94157,110.63325
4000041,Grobogan Kab.,-7.09842,110.88804
4000042,Jepara Kab.,-6.60515,110.79094
4000043,Karanganyar Kab.,-7.62043,110.97302
4000044,Kebumen Kab.,-7.64775,109.62077
4000045,Kendal Kab.,-7.0191,110.14196
4000046,Klaten Kab.,-7.68355,110.60799
4000047,Kudus Kab.,-6.80757,110.84187
4000048,Magelang Kab.,-7.4965,110.26169
4000062,Magelang Kota,-7.45706,110.20281
4000049,Pati Kab.,-6.70747,111.03118
4000050,Pekalongan Kab.,-7.04136,109.67283
4000063,Pekalongan Kota,-6.89697,109.66291
4000051,Pemalang Kab.,-7.01762,109.39315
4000052,Purbalingga Kab.,-7.3417,109.41997
4000053,Purworejo Kab.,-7.70933,109.97653
4000054,Rembang Kab.,-6.7681,111.47227
4000064,Salatiga Kota,-7.32485,110.51257
4000055,Semarang Kab.,-7.2874,110.46639
4000065,Semarang Kota,-7.00637,110.43773
4000056,Sragen Kab.,-7.37954,110.96549
4000057,Sukoharjo Kab.,-7.68391,110.82994
4000066,Surakarta Kota,-7.56712,110.82329
4000058,Tegal Kab.,-7.04462,109.11965
4000067,Tegal Kota,-6.85316,109.14194
4000059,Temanggung Kab.,-7.24019,110.13728
4000060,Wonogiri Kab.,-7.95868,111.04904
4000061,Wonosobo Kab.,-7.35855,109.90468
4000179,Bangkalan  Kab.,-7.03805,112.91403
4000180,Banyuwangi  Kab.,-8.16097,114.36686
4000208,Batu Kota,-7.8835,112.53329
4000181,Blitar Kab.,-8.10513,112.14434
4000209,Blitar Kota,-8.10535,112.14443
4000182,Bojonegoro Kab.,-7.15226,111.88695
4000183,Bondowoso Kab.,-7.91891,113.82138
4000184,Gresik Kab.,-7.16475,112.65568
4000185,Jember Kab.,-8.16953,113.70206
4000186,Jombang  Kab.,-7.57092,112.28253
4000187,Kediri  Kab.,-7.84718,112.02202
4000210,Kediri Kota,-7.84803,112.01722
4000188,Lamongan  Kab.,-7.11554,112.41522
4000189,Lumajang Kab.,-8.08996,113.14357
4000190,Madiun Kab.,-7.63091,111.52839
4000211,Madiun Kota,-7.63134,111.52985
4000191,Magetan Kab.,-7.64463,111.34861
4000192,Malang Kab.,-7.96708,112.63865
4000212,Malang Kota,-7.96691,112.63161
4000193,Mojokerto Kab.,-7.4933,112.44375
4000213,Mojokerto Kota,-7.47081,112.44129
4000194,Nganjuk Kab.,-7.60393,111.89836
4000195,Ngawi Kab.,-7.40263,111.42459
4000196,Pacitan Kab.,-8.18034,111.10477
4000197,Pamekasan Kab.,-7.15361,113.47453
4000198,Pasuruan Kab.,-7.64667,112.89943
4000214,Pasuruan Kota,-7.64659,112.89883
4000199,Ponorogo Kab.,-7.86668,111.46622
4000200,Probolinggo Kab.,-7.77588,113.20352
4000215,Probolinggo Kota,-7.77537,113.20644
4000201,Sampang Kab.,-7.18218,113.23518
4000202,Sidoarjo  Kab.,-7.44651,112.72489
4000203,Situbondo Kab.,-7.70737,113.98186
4000204,Sumenep Kab.,-7.01922,113.85047
4000216,Surabaya Kota,-7.2691,112.76472
4000205,Trenggalek Kab.,-8.04713,111.73008
4000206,Tuban Kab.,-6.86292,112.02079
4000207,Tulungagung Kab.,-8.04434,111.91109
4000267,Bengkayang Kab.,1.07016,109.66431
4000268,Kapuas Hulu Kab.,0.88089,112.92423
4000269,Kayong Utara Kab.,-0.92259,110.04497
4000270,Ketapang Kab.,-1.85785,109.97182
4000271,Kubu Raya Kab.,-0.53048,109.42205
4000272,Landak Kab.,0.38625,109.87679
4000273,Melawi Kab.,-0.38917,111.73085
4000279,Pontianak Kota,-0.02548,109.34202
4000275,Sambas Kab.,1.34833,109.30053
4000276,Sanggau Kab.,0.16235,110.50758
4000277,Sekadau Kab.,0.01667,110.88835
4000280,Singkawang Kota,0.90582,108.98746
4000278,Sintang Kab.,0.05202,111.49856
4000254,Balanngan Kab.,-2.31644,115.62861
4000255,Banjar Kab.,-3.3396,114.86536
4000265,Banjarbaru Kota,-3.45692,114.80864
4000266,Banjarmasin Kota,-3.31859,114.59267
4000256,Barito Kuala Kab.,-3.06896,114.66688
4000257,Hulu Sungai Selatan Kab.,-2.77531,115.26474
4000260,Kotabaru Kab.,-2.92463,115.97424
4000261,Tabalong Kab.,-2.24706,115.42749
4000262,Tanah Bumbu Kab.,-3.48224,115.94771
4000263,Tanah Laut Kab.,-3.77515,114.75853
4000264,Tapin  Kab.,-2.91075,115.00792
4000226,Barito Selatan Kab.,-1.72585,114.83763
4000227,Barito Timur Kab.,-2.01206,115.18993
4000228,Barito Utara Kab.,-0.96062,115.0915
4000229,Gunung Mas Kab.,-1.25324,113.56234
4000230,Kapuas Kab.,-2.96462,114.41593
4000231,Katingan Kab.,-1.87556,113.4243
4000232,Kotawaringin Barat Kab.,-2.72062,111.64833
1000000000002194,Kotawaringin Timur Kab.,-2.1225475,112.8105512
4000234,Lamandau Kab.,-1.92619,111.18442
4000235,Murung Raya Kab.,-0.63694,114.56811
4000239,Palangkaraya Kota,-2.21754,113.90201
4000236,Pulang Pisau Kab.,-2.757,114.26603
4000238,Seruyan Kab.,-3.37814,112.54908
4000237,Sukamara Kab.,-2.75918,111.18264
4000250,Balikpapan Kota,-1.23818,116.85461
4000240,Berau Kab.,2.14716,117.50054
4000251,Bontang Kota,0.12099,117.47703
4000507,Kab. Mahakam Ulu,0.96167,114.71429
4000242,Kutai Barat Kab.,-0.16591,115.625
4000243,Kutai Kartanegara Kab.,-0.4164,116.9893
